,chr,start,end
2882,chr8,42572800,42585600
2883,chr8,42585600,42598400
2884,chr8,42598400,42611200
2885,chr8,42611200,42624000
2886,chr8,42624000,42636800
2887,chr8,42636800,42649600
2888,chr8,42649600,42662400
2889,chr8,42662400,42675200
2890,chr8,42675200,42688000
2891,chr8,42688000,42700800
2892,chr8,42700800,42713600
2893,chr8,42713600,42726400
2894,chr8,42726400,42739200
2895,chr8,42739200,42752000
2896,chr8,42752000,42764800
2897,chr8,42764800,42777600
2898,chr8,42777600,42790400
2899,chr8,42790400,42803200
2900,chr8,42803200,42816000
2901,chr8,42816000,42828800
2902,chr8,42828800,42841600
2903,chr8,42841600,42854400
2904,chr8,42854400,42867200
2905,chr8,42867200,42880000
2906,chr8,42880000,42892800
2907,chr8,42892800,42905600
2908,chr8,42905600,42918400
2909,chr8,42918400,42931200
2910,chr8,42931200,42944000
2911,chr8,42944000,42956800
2912,chr8,42956800,42969600
2913,chr8,42969600,42982400
2914,chr8,42982400,42995200
2915,chr8,42995200,43008000
2916,chr8,43008000,43020800
2917,chr8,43020800,43033600
2918,chr8,43033600,43046400
2919,chr8,43046400,43059200
2920,chr8,43059200,43072000
2921,chr8,43072000,43084800
2922,chr8,43084800,43097600
2923,chr8,43097600,43110400
2924,chr8,43110400,43123200
2925,chr8,43123200,43136000
2926,chr8,43136000,43148800
2927,chr8,43148800,43161600
2928,chr8,43161600,43174400
2929,chr8,43200000,43212800
2930,chr8,43212800,43225600
2931,chr8,43225600,43238400
2932,chr8,43238400,43251200
2933,chr8,43328000,43340800
2934,chr8,43353600,43366400
2935,chr8,43366400,43379200
2936,chr8,43379200,43392000
2937,chr8,43430400,43443200
2938,chr8,43443200,43456000
2939,chr8,43456000,43468800
2940,chr8,43468800,43481600
2941,chr8,43507200,43520000
2942,chr8,43520000,43532800
2943,chr8,43532800,43545600
2944,chr8,43545600,43558400
2945,chr8,43558400,43571200
2946,chr8,46028800,46041600
2947,chr8,46272000,46284800
2948,chr8,46515200,46528000
2949,chr8,46553600,46566400
2950,chr8,46566400,46579200
2951,chr8,46579200,46592000
2952,chr8,46604800,46617600
2953,chr8,46656000,46668800
2954,chr8,46668800,46681600
2955,chr8,46681600,46694400
2956,chr8,46707200,46720000
2957,chr8,46758400,46771200
2958,chr8,46771200,46784000
2959,chr8,46784000,46796800
2960,chr8,46809600,46822400
2961,chr8,46848000,46860800
2962,chr8,46912000,46924800
2963,chr8,46924800,46937600
2964,chr8,46950400,46963200
2965,chr8,46963200,46976000
2966,chr8,46976000,46988800
2967,chr8,46988800,47001600
2968,chr8,47001600,47014400
2969,chr8,47040000,47052800
2970,chr8,47052800,47065600
2971,chr8,47104000,47116800
2972,chr8,47129600,47142400
2973,chr8,47142400,47155200
2974,chr8,47168000,47180800
2975,chr8,47180800,47193600
2976,chr8,47193600,47206400
2977,chr8,47206400,47219200
2978,chr8,47219200,47232000
2979,chr8,47232000,47244800
2980,chr8,47244800,47257600
2981,chr8,47257600,47270400
2982,chr8,47270400,47283200
2983,chr8,47283200,47296000
2984,chr8,47296000,47308800
2985,chr8,47308800,47321600
2986,chr8,47321600,47334400
2987,chr8,47334400,47347200
2988,chr8,47347200,47360000
2989,chr8,47372800,47385600
2990,chr8,47385600,47398400
2991,chr8,47398400,47411200
2992,chr8,47411200,47424000
2993,chr8,47424000,47436800
2994,chr8,47436800,47449600
2995,chr8,47449600,47462400
2996,chr8,47462400,47475200
2997,chr8,47475200,47488000
2998,chr8,47488000,47500800
2999,chr8,47500800,47513600
3000,chr8,47513600,47526400
3001,chr8,47526400,47539200
3002,chr8,47539200,47552000
3003,chr8,47552000,47564800
3004,chr8,47564800,47577600
3005,chr8,47577600,47590400
3006,chr8,47590400,47603200
3007,chr8,47603200,47616000
3008,chr8,47616000,47628800
3009,chr8,47628800,47641600
3010,chr8,47641600,47654400
3011,chr8,47654400,47667200
3012,chr8,47667200,47680000
3013,chr8,47680000,47692800
3014,chr8,47692800,47705600
3015,chr8,47705600,47718400
3016,chr8,47718400,47731200
3017,chr8,47731200,47744000
3018,chr8,47744000,47756800
3019,chr8,47756800,47769600
3020,chr8,47769600,47782400
3021,chr8,47782400,47795200
3022,chr8,47795200,47808000
3023,chr8,47808000,47820800
3024,chr8,47820800,47833600
3025,chr8,47833600,47846400
3026,chr8,47846400,47859200
3027,chr8,47859200,47872000
3028,chr8,47872000,47884800
3029,chr8,47884800,47897600
3030,chr8,47897600,47910400
3031,chr8,47910400,47923200
3032,chr8,47936000,47948800
3033,chr8,47948800,47961600
3034,chr8,47961600,47974400
3035,chr8,47974400,47987200
3036,chr8,47987200,48000000
3037,chr8,48000000,48012800
3038,chr8,48012800,48025600
3039,chr8,48025600,48038400
3040,chr8,48038400,48051200
3041,chr8,48051200,48064000
3042,chr8,48064000,48076800
3043,chr8,48076800,48089600
3044,chr8,48089600,48102400
3045,chr8,48102400,48115200
3046,chr8,48115200,48128000
3047,chr8,48128000,48140800
3048,chr8,48140800,48153600
3049,chr8,48153600,48166400
3050,chr8,48166400,48179200
3051,chr8,48179200,48192000
3052,chr8,48192000,48204800
3053,chr8,48204800,48217600
3054,chr8,48217600,48230400
3055,chr8,48230400,48243200
3056,chr8,48243200,48256000
3057,chr8,48256000,48268800
3058,chr8,48268800,48281600
3059,chr8,48281600,48294400
3060,chr8,48294400,48307200
3061,chr8,48307200,48320000
3062,chr8,48320000,48332800
3063,chr8,48332800,48345600
3064,chr8,48345600,48358400
3065,chr8,48358400,48371200
3066,chr8,48371200,48384000
3067,chr8,48384000,48396800
3068,chr8,48396800,48409600
3069,chr8,48409600,48422400
3070,chr8,48422400,48435200
3071,chr8,48435200,48448000
3072,chr8,48448000,48460800
3073,chr8,48460800,48473600
3074,chr8,48473600,48486400
3075,chr8,48486400,48499200
3076,chr8,48499200,48512000
3077,chr8,48512000,48524800
3078,chr8,48524800,48537600
3079,chr8,48537600,48550400
3080,chr8,48550400,48563200
3081,chr8,48576000,48588800
3082,chr8,48588800,48601600
3083,chr8,48601600,48614400
3084,chr8,48614400,48627200
3085,chr8,48627200,48640000
3086,chr8,48640000,48652800
3087,chr8,48652800,48665600
3088,chr8,48665600,48678400
3089,chr8,48678400,48691200
3090,chr8,48691200,48704000
3091,chr8,48704000,48716800
3092,chr8,48716800,48729600
3093,chr8,48729600,48742400
3094,chr8,48742400,48755200
3095,chr8,48755200,48768000
3096,chr8,48768000,48780800
3097,chr8,48780800,48793600
3098,chr8,48806400,48819200
3099,chr8,48819200,48832000
3100,chr8,48832000,48844800
3101,chr8,48844800,48857600
3102,chr8,48857600,48870400
3103,chr8,48870400,48883200
3104,chr8,48883200,48896000
3105,chr8,48896000,48908800
3106,chr8,48908800,48921600
3107,chr8,48921600,48934400
3108,chr8,48934400,48947200
3109,chr8,48947200,48960000
3110,chr8,48960000,48972800
3111,chr8,48985600,48998400
3112,chr8,49011200,49024000
3113,chr8,49024000,49036800
3114,chr8,49036800,49049600
3115,chr8,49049600,49062400
3116,chr8,49062400,49075200
3117,chr8,49088000,49100800
3118,chr8,49100800,49113600
3119,chr8,49113600,49126400
3120,chr8,49126400,49139200
3121,chr8,49139200,49152000
3122,chr8,49152000,49164800
3123,chr8,49164800,49177600
3124,chr8,49177600,49190400
3125,chr8,49190400,49203200
3126,chr8,49203200,49216000
3127,chr8,49228800,49241600
3128,chr8,49241600,49254400
3129,chr8,49254400,49267200
3130,chr8,49267200,49280000
3131,chr8,49280000,49292800
3132,chr8,49292800,49305600
3133,chr8,49305600,49318400
3134,chr8,49318400,49331200
3135,chr8,49331200,49344000
3136,chr8,49344000,49356800
3137,chr8,49356800,49369600
3138,chr8,49369600,49382400
3139,chr8,49395200,49408000
3140,chr8,49408000,49420800
3141,chr8,49433600,49446400
3142,chr8,49446400,49459200
3143,chr8,49459200,49472000
3144,chr8,49472000,49484800
3145,chr8,49497600,49510400
3146,chr8,49510400,49523200
3147,chr8,49523200,49536000
3148,chr8,49536000,49548800
3149,chr8,49548800,49561600
3150,chr8,49561600,49574400
3151,chr8,49574400,49587200
3152,chr8,49587200,49600000
3153,chr8,49600000,49612800
3154,chr8,49612800,49625600
3155,chr8,49625600,49638400
3156,chr8,49651200,49664000
3157,chr8,49689600,49702400
3158,chr8,49702400,49715200
3159,chr8,49715200,49728000
3160,chr8,49740800,49753600
3161,chr8,49792000,49804800
3162,chr8,49804800,49817600
3163,chr8,49817600,49830400
3164,chr8,49830400,49843200
3165,chr8,49843200,49856000
3166,chr8,49856000,49868800
3167,chr8,49868800,49881600
3168,chr8,49907200,49920000
3169,chr8,49920000,49932800
3170,chr8,49932800,49945600
3171,chr8,49945600,49958400
3172,chr8,49958400,49971200
3173,chr8,49971200,49984000
3174,chr8,49996800,50009600
3175,chr8,50009600,50022400
3176,chr8,50022400,50035200
3177,chr8,50035200,50048000
3178,chr8,50048000,50060800
3179,chr8,50060800,50073600
3180,chr8,50086400,50099200
3181,chr8,50124800,50137600
3182,chr8,50137600,50150400
3183,chr8,50150400,50163200
3184,chr8,50163200,50176000
3185,chr8,50176000,50188800
3186,chr8,50188800,50201600
3187,chr8,50201600,50214400
3188,chr8,50214400,50227200
3189,chr8,50227200,50240000
3190,chr8,50240000,50252800
3191,chr8,50252800,50265600
3192,chr8,50265600,50278400
3193,chr8,50278400,50291200
3194,chr8,50291200,50304000
3195,chr8,50304000,50316800
3196,chr8,50316800,50329600
3197,chr8,50329600,50342400
3198,chr8,50342400,50355200
3199,chr8,50355200,50368000
3200,chr8,50368000,50380800
3201,chr8,50406400,50419200
3202,chr8,50419200,50432000
3203,chr8,50483200,50496000
3204,chr8,50496000,50508800
3205,chr8,50508800,50521600
3206,chr8,50521600,50534400
3207,chr8,50534400,50547200
3208,chr8,50547200,50560000
3209,chr8,50560000,50572800
3210,chr8,50572800,50585600
3211,chr8,50585600,50598400
3212,chr8,50598400,50611200
3213,chr8,50611200,50624000
3214,chr8,50649600,50662400
3215,chr8,50700800,50713600
3216,chr8,50713600,50726400
3217,chr8,50726400,50739200
3218,chr8,50739200,50752000
3219,chr8,50752000,50764800
3220,chr8,50803200,50816000
3221,chr8,50816000,50828800
3222,chr8,50828800,50841600
3223,chr8,50841600,50854400
3224,chr8,50854400,50867200
3225,chr8,50880000,50892800
3226,chr8,50892800,50905600
3227,chr8,50931200,50944000
3228,chr8,50944000,50956800
3229,chr8,50956800,50969600
3230,chr8,50982400,50995200
3231,chr8,50995200,51008000
3232,chr8,51020800,51033600
3233,chr8,51033600,51046400
3234,chr8,51046400,51059200
3235,chr8,51059200,51072000
3236,chr8,51072000,51084800
3237,chr8,51084800,51097600
3238,chr8,51097600,51110400
3239,chr8,51110400,51123200
3240,chr8,51136000,51148800
3241,chr8,51148800,51161600
3242,chr8,51161600,51174400
3243,chr8,51174400,51187200
3244,chr8,51187200,51200000
3245,chr8,51200000,51212800
3246,chr8,51212800,51225600
3247,chr8,51225600,51238400
3248,chr8,51238400,51251200
3249,chr8,51251200,51264000
3250,chr8,51264000,51276800
3251,chr8,51276800,51289600
3252,chr8,51289600,51302400
3253,chr8,51302400,51315200
3254,chr8,51315200,51328000
3255,chr8,51328000,51340800
3256,chr8,51340800,51353600
3257,chr8,51353600,51366400
3258,chr8,51366400,51379200
3259,chr8,51379200,51392000
3260,chr8,51392000,51404800
3261,chr8,51430400,51443200
3262,chr8,51443200,51456000
3263,chr8,51456000,51468800
3264,chr8,51468800,51481600
3265,chr8,51481600,51494400
3266,chr8,51494400,51507200
3267,chr8,51507200,51520000
3268,chr8,51545600,51558400
3269,chr8,51558400,51571200
3270,chr8,51571200,51584000
3271,chr8,51584000,51596800
3272,chr8,51609600,51622400
3273,chr8,51622400,51635200
3274,chr8,51648000,51660800
3275,chr8,51660800,51673600
3276,chr8,51673600,51686400
3277,chr8,51686400,51699200
3278,chr8,51699200,51712000
3279,chr8,51712000,51724800
3280,chr8,51776000,51788800
3281,chr8,51788800,51801600
3282,chr8,51801600,51814400
3283,chr8,51840000,51852800
3284,chr8,51852800,51865600
3285,chr8,51865600,51878400
3286,chr8,51878400,51891200
3287,chr8,51891200,51904000
3288,chr8,51904000,51916800
3289,chr8,51916800,51929600
3290,chr8,51929600,51942400
3291,chr8,51942400,51955200
3292,chr8,51955200,51968000
3293,chr8,51968000,51980800
3294,chr8,51980800,51993600
3295,chr8,51993600,52006400
3296,chr8,52006400,52019200
3297,chr8,52019200,52032000
3298,chr8,52032000,52044800
3299,chr8,52044800,52057600
3300,chr8,52057600,52070400
3301,chr8,52070400,52083200
3302,chr8,52083200,52096000
3303,chr8,52096000,52108800
3304,chr8,52108800,52121600
3305,chr8,52121600,52134400
3306,chr8,52134400,52147200
3307,chr8,52147200,52160000
3308,chr8,52160000,52172800
3309,chr8,52172800,52185600
3310,chr8,52185600,52198400
3311,chr8,52198400,52211200
3312,chr8,52211200,52224000
3313,chr8,52224000,52236800
3314,chr8,52236800,52249600
3315,chr8,52249600,52262400
3316,chr8,52262400,52275200
3317,chr8,52275200,52288000
3318,chr8,52288000,52300800
3319,chr8,52313600,52326400
3320,chr8,52326400,52339200
3321,chr8,52339200,52352000
3322,chr8,52352000,52364800
3323,chr8,52364800,52377600
3324,chr8,52403200,52416000
3325,chr8,52416000,52428800
3326,chr8,52428800,52441600
3327,chr8,52441600,52454400
3328,chr8,52454400,52467200
3329,chr8,52467200,52480000
3330,chr8,52480000,52492800
3331,chr8,52492800,52505600
3332,chr8,52505600,52518400
3333,chr8,52518400,52531200
3334,chr8,52531200,52544000
3335,chr8,52544000,52556800
3336,chr8,52556800,52569600
3337,chr8,52569600,52582400
3338,chr8,52582400,52595200
3339,chr8,52595200,52608000
3340,chr8,52608000,52620800
3341,chr8,52620800,52633600
3342,chr8,52633600,52646400
3343,chr8,52646400,52659200
3344,chr8,52659200,52672000
3345,chr8,52672000,52684800
3346,chr8,52684800,52697600
3347,chr8,52697600,52710400
3348,chr8,52710400,52723200
3349,chr8,52723200,52736000
3350,chr8,52736000,52748800
3351,chr8,52748800,52761600
3352,chr8,52761600,52774400
3353,chr8,52774400,52787200
3354,chr8,52787200,52800000
3355,chr8,52800000,52812800
3356,chr8,52812800,52825600
3357,chr8,52825600,52838400
3358,chr8,52838400,52851200
3359,chr8,52851200,52864000
3360,chr8,52864000,52876800
3361,chr8,52876800,52889600
3362,chr8,52889600,52902400
3363,chr8,52902400,52915200
3364,chr8,52915200,52928000
3365,chr8,52928000,52940800
3366,chr8,52940800,52953600
3367,chr8,52953600,52966400
3368,chr8,52966400,52979200
3369,chr8,52979200,52992000
3370,chr8,52992000,53004800
3371,chr8,53004800,53017600
3372,chr8,53017600,53030400
3373,chr8,53030400,53043200
3374,chr8,53043200,53056000
3375,chr8,53056000,53068800
3376,chr8,53068800,53081600
3377,chr8,53081600,53094400
3378,chr8,53094400,53107200
3379,chr8,53107200,53120000
3380,chr8,53120000,53132800
3381,chr8,53132800,53145600
3382,chr8,53145600,53158400
3383,chr8,53158400,53171200
3384,chr8,53171200,53184000
3385,chr8,53184000,53196800
3386,chr8,53196800,53209600
3387,chr8,53209600,53222400
3388,chr8,53222400,53235200
3389,chr8,53235200,53248000
3390,chr8,53248000,53260800
3391,chr8,53260800,53273600
3392,chr8,53273600,53286400
3393,chr8,53286400,53299200
3394,chr8,53299200,53312000
3395,chr8,53312000,53324800
3396,chr8,53324800,53337600
3397,chr8,53350400,53363200
3398,chr8,53363200,53376000
3399,chr8,53376000,53388800
3400,chr8,53388800,53401600
3401,chr8,53401600,53414400
3402,chr8,53414400,53427200
3403,chr8,53427200,53440000
3404,chr8,53440000,53452800
3405,chr8,53452800,53465600
3406,chr8,53465600,53478400
3407,chr8,53478400,53491200
3408,chr8,53491200,53504000
3409,chr8,53504000,53516800
3410,chr8,53516800,53529600
3411,chr8,53529600,53542400
3412,chr8,53542400,53555200
3413,chr8,53555200,53568000
3414,chr8,53568000,53580800
3415,chr8,53580800,53593600
3416,chr8,53593600,53606400
3417,chr8,53619200,53632000
3418,chr8,53632000,53644800
3419,chr8,53644800,53657600
3420,chr8,53657600,53670400
3421,chr8,53696000,53708800
3422,chr8,53708800,53721600
3423,chr8,53721600,53734400
3424,chr8,53734400,53747200
3425,chr8,53747200,53760000
3426,chr8,53760000,53772800
3427,chr8,53772800,53785600
3428,chr8,53785600,53798400
3429,chr8,53798400,53811200
3430,chr8,53811200,53824000
3431,chr8,53824000,53836800
3432,chr8,53836800,53849600
3433,chr8,53849600,53862400
3434,chr8,53862400,53875200
3435,chr8,53888000,53900800
3436,chr8,53900800,53913600
3437,chr8,53913600,53926400
3438,chr8,53926400,53939200
3439,chr8,53939200,53952000
3440,chr8,53952000,53964800
3441,chr8,53964800,53977600
3442,chr8,53977600,53990400
3443,chr8,53990400,54003200
3444,chr8,54003200,54016000
3445,chr8,54016000,54028800
3446,chr8,54028800,54041600
3447,chr8,54041600,54054400
3448,chr8,54054400,54067200
3449,chr8,54067200,54080000
3450,chr8,54080000,54092800
3451,chr8,54092800,54105600
3452,chr8,54105600,54118400
3453,chr8,54118400,54131200
3454,chr8,54131200,54144000
3455,chr8,54144000,54156800
3456,chr8,54156800,54169600
3457,chr8,54169600,54182400
3458,chr8,54182400,54195200
3459,chr8,54195200,54208000
3460,chr8,54208000,54220800
3461,chr8,54220800,54233600
3462,chr8,54233600,54246400
3463,chr8,54246400,54259200
3464,chr8,54259200,54272000
3465,chr8,54272000,54284800
3466,chr8,54284800,54297600
3467,chr8,54297600,54310400
3468,chr8,54310400,54323200
3469,chr8,54323200,54336000
3470,chr8,54336000,54348800
3471,chr8,54348800,54361600
3472,chr8,54361600,54374400
3473,chr8,54374400,54387200
3474,chr8,54387200,54400000
3475,chr8,54400000,54412800
3476,chr8,54412800,54425600
3477,chr8,54425600,54438400
3478,chr8,54438400,54451200
3479,chr8,54451200,54464000
3480,chr8,54464000,54476800
3481,chr8,54476800,54489600
3482,chr8,54489600,54502400
3483,chr8,54502400,54515200
3484,chr8,54515200,54528000
3485,chr8,54528000,54540800
3486,chr8,54540800,54553600
3487,chr8,54553600,54566400
3488,chr8,54566400,54579200
3489,chr8,54579200,54592000
3490,chr8,54592000,54604800
3491,chr8,54604800,54617600
3492,chr8,54617600,54630400
3493,chr8,54630400,54643200
3494,chr8,54643200,54656000
3495,chr8,54656000,54668800
3496,chr8,54668800,54681600
3497,chr8,54707200,54720000
3498,chr8,54720000,54732800
3499,chr8,54732800,54745600
3500,chr8,54745600,54758400
3501,chr8,54758400,54771200
3502,chr8,54771200,54784000
3503,chr8,54784000,54796800
3504,chr8,54796800,54809600
3505,chr8,54809600,54822400
3506,chr8,54822400,54835200
3507,chr8,54835200,54848000
3508,chr8,54848000,54860800
3509,chr8,54860800,54873600
3510,chr8,54873600,54886400
3511,chr8,54886400,54899200
3512,chr8,54899200,54912000
3513,chr8,54912000,54924800
3514,chr8,54924800,54937600
3515,chr8,54937600,54950400
3516,chr8,54950400,54963200
3517,chr8,54963200,54976000
3518,chr8,54976000,54988800
3519,chr8,54988800,55001600
3520,chr8,55001600,55014400
3521,chr8,55014400,55027200
3522,chr8,55027200,55040000
3523,chr8,55065600,55078400
3524,chr8,55078400,55091200
3525,chr8,55091200,55104000
3526,chr8,55104000,55116800
3527,chr8,55129600,55142400
3528,chr8,55142400,55155200
3529,chr8,55155200,55168000
3530,chr8,55168000,55180800
3531,chr8,55180800,55193600
3532,chr8,55206400,55219200
3533,chr8,55219200,55232000
3534,chr8,55232000,55244800
3535,chr8,55244800,55257600
3536,chr8,55257600,55270400
3537,chr8,55270400,55283200
3538,chr8,55283200,55296000
3539,chr8,55296000,55308800
3540,chr8,55308800,55321600
3541,chr8,55321600,55334400
3542,chr8,55334400,55347200
3543,chr8,55347200,55360000
3544,chr8,55360000,55372800
3545,chr8,55372800,55385600
3546,chr8,55411200,55424000
3547,chr8,55424000,55436800
3548,chr8,55436800,55449600
3549,chr8,55449600,55462400
3550,chr8,55475200,55488000
3551,chr8,55488000,55500800
3552,chr8,55500800,55513600
3553,chr8,55513600,55526400
3554,chr8,55526400,55539200
3555,chr8,55539200,55552000
3556,chr8,55552000,55564800
3557,chr8,55564800,55577600
3558,chr8,55577600,55590400
3559,chr8,55590400,55603200
3560,chr8,55616000,55628800
3561,chr8,55628800,55641600
3562,chr8,55641600,55654400
3563,chr8,55654400,55667200
3564,chr8,55667200,55680000
3565,chr8,55680000,55692800
3566,chr8,55692800,55705600
3567,chr8,55705600,55718400
3568,chr8,55718400,55731200
3569,chr8,55731200,55744000
3570,chr8,55744000,55756800
3571,chr8,55756800,55769600
3572,chr8,55769600,55782400
3573,chr8,55782400,55795200
3574,chr8,55795200,55808000
3575,chr8,55808000,55820800
3576,chr8,55820800,55833600
3577,chr8,55833600,55846400
3578,chr8,55846400,55859200
3579,chr8,55859200,55872000
3580,chr8,55872000,55884800
3581,chr8,55884800,55897600
3582,chr8,55897600,55910400
3583,chr8,55910400,55923200
3584,chr8,55923200,55936000
3585,chr8,55936000,55948800
3586,chr8,55948800,55961600
3587,chr8,55961600,55974400
3588,chr8,55974400,55987200
3589,chr8,55987200,56000000
3590,chr8,56000000,56012800
3591,chr8,56012800,56025600
3592,chr8,56025600,56038400
3593,chr8,56038400,56051200
3594,chr8,56051200,56064000
3595,chr8,56064000,56076800
3596,chr8,56076800,56089600
3597,chr8,56089600,56102400
3598,chr8,56102400,56115200
3599,chr8,56115200,56128000
3600,chr8,56128000,56140800
3601,chr8,56140800,56153600
3602,chr8,56153600,56166400
3603,chr8,56179200,56192000
3604,chr8,56192000,56204800
3605,chr8,56204800,56217600
3606,chr8,56217600,56230400
3607,chr8,56230400,56243200
3608,chr8,56243200,56256000
3609,chr8,56281600,56294400
3610,chr8,56294400,56307200
3611,chr8,56307200,56320000
3612,chr8,56320000,56332800
3613,chr8,56332800,56345600
3614,chr8,56345600,56358400
3615,chr8,56358400,56371200
3616,chr8,56371200,56384000
3617,chr8,56384000,56396800
3618,chr8,56396800,56409600
3619,chr8,56422400,56435200
3620,chr8,56435200,56448000
3621,chr8,56448000,56460800
3622,chr8,56460800,56473600
3623,chr8,56473600,56486400
3624,chr8,56486400,56499200
3625,chr8,56499200,56512000
3626,chr8,56512000,56524800
3627,chr8,56524800,56537600
3628,chr8,56537600,56550400
3629,chr8,56563200,56576000
3630,chr8,56576000,56588800
3631,chr8,56588800,56601600
3632,chr8,56614400,56627200
3633,chr8,56627200,56640000
3634,chr8,56640000,56652800
3635,chr8,56652800,56665600
3636,chr8,56665600,56678400
3637,chr8,56678400,56691200
3638,chr8,56691200,56704000
3639,chr8,56704000,56716800
3640,chr8,56716800,56729600
3641,chr8,56729600,56742400
3642,chr8,56742400,56755200
3643,chr8,56755200,56768000
3644,chr8,56768000,56780800
3645,chr8,56780800,56793600
3646,chr8,56793600,56806400
3647,chr8,56819200,56832000
3648,chr8,56832000,56844800
3649,chr8,56844800,56857600
3650,chr8,56857600,56870400
3651,chr8,56870400,56883200
3652,chr8,56883200,56896000
3653,chr8,56896000,56908800
3654,chr8,56908800,56921600
3655,chr8,56921600,56934400
3656,chr8,56934400,56947200
3657,chr8,56947200,56960000
3658,chr8,56960000,56972800
3659,chr8,56972800,56985600
3660,chr8,56985600,56998400
3661,chr8,56998400,57011200
3662,chr8,57011200,57024000
3663,chr8,57024000,57036800
3664,chr8,57062400,57075200
3665,chr8,57075200,57088000
3666,chr8,57088000,57100800
3667,chr8,57100800,57113600
3668,chr8,57113600,57126400
3669,chr8,57126400,57139200
3670,chr8,57139200,57152000
3671,chr8,57164800,57177600
3672,chr8,57177600,57190400
3673,chr8,57190400,57203200
3674,chr8,57203200,57216000
3675,chr8,57216000,57228800
3676,chr8,57228800,57241600
3677,chr8,57241600,57254400
3678,chr8,57254400,57267200
3679,chr8,57267200,57280000
3680,chr8,57280000,57292800
3681,chr8,57292800,57305600
3682,chr8,57305600,57318400
3683,chr8,57318400,57331200
3684,chr8,57331200,57344000
3685,chr8,57344000,57356800
3686,chr8,57356800,57369600
3687,chr8,57369600,57382400
3688,chr8,57382400,57395200
3689,chr8,57395200,57408000
3690,chr8,57408000,57420800
3691,chr8,57420800,57433600
3692,chr8,57433600,57446400
3693,chr8,57446400,57459200
3694,chr8,57459200,57472000
3695,chr8,57472000,57484800
3696,chr8,57484800,57497600
3697,chr8,57497600,57510400
3698,chr8,57510400,57523200
3699,chr8,57523200,57536000
3700,chr8,57536000,57548800
3701,chr8,57548800,57561600
3702,chr8,57561600,57574400
3703,chr8,57574400,57587200
3704,chr8,57587200,57600000
3705,chr8,57600000,57612800
3706,chr8,57612800,57625600
3707,chr8,57625600,57638400
3708,chr8,57638400,57651200
3709,chr8,57651200,57664000
3710,chr8,57689600,57702400
3711,chr8,57702400,57715200
3712,chr8,57715200,57728000
3713,chr8,57728000,57740800
3714,chr8,57740800,57753600
3715,chr8,57753600,57766400
3716,chr8,57766400,57779200
3717,chr8,57779200,57792000
3718,chr8,57792000,57804800
3719,chr8,57817600,57830400
3720,chr8,57830400,57843200
3721,chr8,57843200,57856000
3722,chr8,57856000,57868800
3723,chr8,57868800,57881600
3724,chr8,57881600,57894400
3725,chr8,57894400,57907200
3726,chr8,57907200,57920000
3727,chr8,57920000,57932800
3728,chr8,57932800,57945600
3729,chr8,57945600,57958400
3730,chr8,57958400,57971200
3731,chr8,57971200,57984000
3732,chr8,57996800,58009600
3733,chr8,58009600,58022400
3734,chr8,58022400,58035200
3735,chr8,58035200,58048000
3736,chr8,58048000,58060800
3737,chr8,58060800,58073600
3738,chr8,58073600,58086400
3739,chr8,58086400,58099200
3740,chr8,58099200,58112000
3741,chr8,58112000,58124800
3742,chr8,58124800,58137600
3743,chr8,58137600,58150400
3744,chr8,58150400,58163200
3745,chr8,58163200,58176000
3746,chr8,58176000,58188800
3747,chr8,58188800,58201600
3748,chr8,58201600,58214400
3749,chr8,58214400,58227200
3750,chr8,58227200,58240000
3751,chr8,58240000,58252800
3752,chr8,58252800,58265600
3753,chr8,58265600,58278400
3754,chr8,58278400,58291200
3755,chr8,58291200,58304000
3756,chr8,58304000,58316800
3757,chr8,58316800,58329600
3758,chr8,58329600,58342400
3759,chr8,58342400,58355200
3760,chr8,58355200,58368000
3761,chr8,58380800,58393600
3762,chr8,58393600,58406400
3763,chr8,58406400,58419200
3764,chr8,58419200,58432000
3765,chr8,58432000,58444800
3766,chr8,58444800,58457600
3767,chr8,58457600,58470400
3768,chr8,58470400,58483200
3769,chr8,58483200,58496000
3770,chr8,58496000,58508800
3771,chr8,58508800,58521600
3772,chr8,58521600,58534400
3773,chr8,58534400,58547200
3774,chr8,58547200,58560000
3775,chr8,58560000,58572800
3776,chr8,58572800,58585600
3777,chr8,58585600,58598400
3778,chr8,58598400,58611200
3779,chr8,58611200,58624000
3780,chr8,58624000,58636800
3781,chr8,58636800,58649600
3782,chr8,58649600,58662400
3783,chr8,58662400,58675200
3784,chr8,58675200,58688000
3785,chr8,58688000,58700800
3786,chr8,58700800,58713600
3787,chr8,58713600,58726400
3788,chr8,58726400,58739200
3789,chr8,58739200,58752000
3790,chr8,58752000,58764800
3791,chr8,58764800,58777600
3792,chr8,58777600,58790400
3793,chr8,58790400,58803200
3794,chr8,58803200,58816000
3795,chr8,58816000,58828800
3796,chr8,58828800,58841600
3797,chr8,58841600,58854400
3798,chr8,58854400,58867200
3799,chr8,58867200,58880000
3800,chr8,58880000,58892800
3801,chr8,58892800,58905600
3802,chr8,58931200,58944000
3803,chr8,58944000,58956800
3804,chr8,58969600,58982400
3805,chr8,58982400,58995200
3806,chr8,58995200,59008000
3807,chr8,59008000,59020800
3808,chr8,59020800,59033600
3809,chr8,59033600,59046400
3810,chr8,59046400,59059200
3811,chr8,59059200,59072000
3812,chr8,59072000,59084800
3813,chr8,59084800,59097600
